YMAX,YMAG,VIX,VVIX,QQQ
20.42,21.08,11.9399995803833,78.19999694824219,474.5303649902344
19.59,20.49,12.65999984741211,83.72000122070312,476.9890441894531
19.67,20.68,12.75,83.33999633789062,482.83209228515625
19.54,20.62,12.300000190734863,80.62999725341797,482.98138427734375
19.58,20.56,13.279999732971191,85.72000122070312,479.2585754394531
19.57,20.51,13.199999809265137,83.30999755859375,477.9744873046875
19.39,20.39,13.329999923706055,84.80000305175781,472.5329284667969
19.66,20.75,12.84000015258789,82.87000274658203,477.9366149902344
19.57,20.89,12.550000190734863,81.44999694824219,478.9236145019531
19.7,20.93,12.239999771118164,79.5,480.1598815917969
19.51,20.77,12.4399995803833,79.4800033569336,477.66741943359375
19.58,21.08,12.220000267028809,76.05000305175781,480.468994140625
19.68,21.23,12.029999732971191,77.05999755859375,485.51373291015625
19.74,21.45,12.09000015258789,78.06999969482422,489.5615234375
19.88,21.63,12.479999542236328,78.80000305175781,494.66607666015625
19.89,21.64,12.369999885559082,78.58999633789062,495.842529296875
19.87,21.69,12.510000228881836,78.58000183105469,496.271240234375
19.99,21.87,12.850000381469727,83.41000366210938,501.44561767578125
19.87,21.24,12.920000076293945,84.47000122070312,490.4488220214844
19.97,21.33,12.460000038146973,81.61000061035156,493.33013916015625
20.2,21.38,13.119999885559082,83.86000061035156,494.6561279296875
20.18,21.31,13.1899995803833,82.4000015258789,494.8455505371094
19.21,20.05,14.479999542236328,88.27999877929688,480.31939697265625
18.95,20.02,15.930000305175781,94.70999908447266,478.0462951660156
18.99,19.8,16.520000457763672,97.93000030517578,473.8090515136719
19.24,20.2,14.90999984741211,93.66000366210938,480.8677673339844
19.15,20.19,14.720000267028809,88.51000213623047,479.1728820800781
18.49,19.26,18.040000915527344,106.12000274658203,461.98480224609375
18.33,19.03,18.459999084472656,104.37999725341797,456.8901672363281
18.58,19.24,16.389999389648438,94.61000061035156,461.5760498046875
18.61,19.35,16.600000381469727,93.51000213623047,462.50323486328125
18.51,19.11,17.690000534057617,99.97000122070312,456.15240478515625
18.82,19.69,16.360000610351562,94.25,469.6516418457031
18.2,19.46,18.59000015258789,111.18000030517578,458.2760009765625
17.75,18.98,23.389999389648438,136.80999755859375,447.3988342285156
17.05,18.19,38.56999969482422,173.32000732421875,434.05914306640625
17.41,18.58,27.709999084472656,150.08999633789062,438.20660400390625
17.18,18.36,27.850000381469727,151.24000549316406,433.4609069824219
17.75,18.78,23.790000915527344,134.33999633789062,446.7209167480469
17.86,18.96,20.3700008392334,114.62999725341797,449.0538330078125
17.84,19.05,20.709999084472656,121.94000244140625,450.0209045410156
18.14,19.39,18.1200008392334,113.88999938964844,461.1871643066406
18.13,19.34,16.190000534057617,107.80999755859375,461.3367614746094
17.65,18.87,15.229999542236328,105.41999816894531,472.9915771484375
17.82,18.96,14.800000190734863,103.41999816894531,473.5997009277344
17.93,19.15,14.649999618530273,98.81999969482422,479.8209228515625
17.91,19.18,15.880000114440918,101.73999786376953,478.81396484375
18.05,19.28,16.270000457763672,106.72000122070312,481.0472106933594
17.7,18.91,17.549999237060547,112.52999877929688,473.4202575683594
17.87,19.16,15.859999656677246,99.22000122070312,478.55474853515625
17.92,19.05,16.149999618530273,100.68000030517578,473.9087829589844
17.85,19.02,15.430000305175781,93.44999694824219,475.3244934082031
17.57,18.85,17.110000610351562,106.31999969482422,469.9307861328125
17.6,18.88,15.649999618530273,97.08000183105469,469.2428894042969
17.74,19.12,15.0,93.7300033569336,474.8359680175781
17.23,18.62,20.719999313354492,129.7899932861328,460.4195251464844
17.25,18.61,21.31999969482422,123.47000122070312,459.2231140136719
17.21,18.75,19.899999618530273,115.01000213623047,459.6518249511719
16.71,18.16,22.3799991607666,119.33000183105469,447.3390197753906
17.03,18.38,19.450000762939453,110.8499984741211,453.0916442871094
17.17,18.57,19.079999923706055,107.19999694824219,457.2790222167969
17.35,18.84,17.690000534057617,102.9000015258789,467.2090148925781
17.44,19.02,17.06999969482422,103.94000244140625,471.795166015625
17.51,19.08,16.559999465942383,101.87999725341797,473.9087829589844
17.5,19.05,17.139999389648438,106.66999816894531,471.8150939941406
17.61,19.1,17.610000610351562,107.19000244140625,472.0643615722656
17.6,19.18,18.229999542236328,105.43000030517578,470.0205383300781
17.72,19.3,16.329999923706055,97.45999908447266,481.9046325683594
17.64,19.24,16.149999618530273,94.2699966430664,480.9873962402344
17.76,19.36,15.890000343322754,94.41000366210938,482.2623596191406
17.91,19.48,15.390000343322754,90.93000030517578,484.5885925292969
17.87,19.54,15.40999984741211,90.4800033569336,485.0378723144531
17.81,19.38,15.369999885559082,89.86000061035156,488.6820068359375
17.89,19.35,16.959999084472656,101.33999633789062,485.96636962890625
17.83,19.45,16.729999542236328,99.33999633789062,487.28424072265625
17.57,19.25,19.260000228881836,110.13999938964844,480.49517822265625
17.55,19.14,18.899999618530273,107.97000122070312,481.1741027832031
17.3,18.97,20.489999771118164,115.63999938964844,480.8146667480469
17.6,19.16,19.209999084472656,110.62999725341797,486.53546142578125
17.52,18.92,22.639999389648438,122.58000183105469,481.3238525390625
17.59,19.2,21.420000076293945,114.81999969482422,488.51226806640625
17.64,19.21,20.860000610351562,119.36000061035156,492.3560485839844
17.43,18.93,20.93000030517578,117.43000030517578,491.7969665527344
17.61,18.8,20.459999084472656,113.98999786376953,492.5657043457031
17.69,18.94,19.700000762939453,107.22000122070312,496.6990661621094
17.49,18.86,20.639999389648438,112.9000015258789,490.0597839355469
17.59,18.87,19.579999923706055,111.62000274658203,490.11968994140625
17.33,18.67,19.110000610351562,105.88999938964844,490.4591369628906
17.57,18.76,18.030000686645508,100.94999694824219,493.6739501953125
17.62,18.87,18.3700008392334,102.95999908447266,494.6224365234375
17.53,18.93,18.200000762939453,100.5,495.1615295410156
17.32,18.63,19.239999771118164,108.11000061035156,487.5737609863281
17.32,19.02,19.079999923706055,109.83999633789062,491.52740478515625
17.36,19.14,20.329999923706055,117.5,494.5225830078125
17.55,19.14,19.799999237060547,112.2300033569336,494.6024475097656
17.65,19.3,19.34000015258789,108.69999694824219,499.35479736328125
17.51,19.29,20.350000381469727,112.7699966430664,495.58087158203125
16.92,18.59,23.15999984741211,121.88999938964844,483.071044921875
16.94,18.79,21.8799991607666,119.12000274658203,486.645263671875
16.91,18.69,21.979999542236328,121.80000305175781,485.2275695800781
17.12,18.96,20.489999771118164,114.31999969482422,491.4175720214844
17.7,19.48,16.270000457763672,97.23999786376953,504.76605224609375
17.71,19.63,15.199999809265137,88.5999984741211,512.7131958007812
17.72,19.73,14.9399995803833,87.76000213623047,513.3123168945312
18.12,19.9,14.970000267028809,90.7300033569336,513.0127563476562
18.1,19.87,14.710000038146973,89.44999694824219,512.084228515625
17.94,19.94,14.020000457763672,91.76000213623047,511.4253234863281
17.62,19.54,14.3100004196167,90.43000030517578,507.8710632324219
17.59,19.2,16.139999389648438,98.93000030517578,495.77056884765625
17.86,19.36,15.579999923706055,93.80999755859375,499.2149963378906
18.22,19.63,16.350000381469727,97.37000274658203,502.64947509765625
18.19,19.52,17.15999984741211,102.19999694824219,502.3599548339844
18.13,19.33,16.8700008392334,101.30000305175781,504.1670227050781
18.35,19.28,15.239999771118164,95.12999725341797,504.9757385253906
18.45,19.29,14.600000381469727,88.79000091552734,505.7744140625
18.24,19.47,14.100000381469727,87.70999908447266,508.49005126953125
18.35,19.39,14.100000381469727,88.36000061035156,504.4864807128906
18.12,19.37,13.510000228881836,86.31999969482422,508.9193420410156
18.37,19.63,13.34000015258789,87.11000061035156,514.4603881835938
18.44,19.77,13.300000190734863,86.43000030517578,516.0379028320312
18.65,19.92,13.449999809265137,86.4800033569336,522.4176025390625
18.4,19.74,13.539999961853027,86.94999694824219,520.9699096679688
18.65,19.92,12.770000457763672,87.37999725341797,525.6323852539062
18.5,19.9,14.1899995803833,93.83999633789062,521.5390014648438
18.26,19.91,14.180000305175781,94.3499984741211,519.7618408203125
18.46,20.3,13.579999923706055,98.12000274658203,529.0668334960938
18.25,20.1,13.920000076293945,99.43000030517578,525.6524047851562
18.18,20.0,13.8100004196167,96.5,529.6759033203125
18.3,20.31,14.6899995803833,98.3499984741211,537.3035888671875
18.26,20.35,15.869999885559082,100.7300033569336,534.9373779296875
17.5,19.62,27.6200008392334,129.7899932861328,515.6384887695312
17.29,19.6,24.09000015258789,136.2899932861328,513.3422241210938
17.53,19.63,18.360000610351562,114.01000213623047,517.824951171875
17.54,19.88,16.780000686645508,102.33999633789062,522.8699951171875
17.85,20.21,14.270000457763672,91.05000305175781,529.9600219726562
17.79,20.18,14.729999542236328,92.7699966430664,529.5999755859375
17.3,19.72,15.949999809265137,98.80999755859375,522.5599975585938
17.08,19.51,17.399999618530273,103.05000305175781,515.6099853515625
16.95,19.25,17.350000381469727,104.33000183105469,511.2300109863281
17.04,19.18,17.93000030517578,106.58999633789062,510.2300109863281
17.25,19.2,16.1299991607666,94.36000061035156,518.5800170898438
17.47,19.45,16.040000915527344,95.88999938964844,524.5399780273438
17.11,19.09,17.81999969482422,106.37000274658203,515.1799926757812
16.73,18.84,17.700000762939453,103.93000030517578,515.27001953125
16.52,18.71,19.540000915527344,115.48999786376953,507.19000244140625
16.25,18.6,19.190000534057617,110.94000244140625,505.55999755859375
16.31,18.44,18.709999084472656,107.93000030517578,505.0799865722656
16.67,18.85,16.1200008392334,97.79000091552734,516.7000122070312
16.51,18.59,16.600000381469727,99.83999633789062,513.0800170898438
16.77,18.79,15.970000267028809,101.61000061035156,521.739990234375
16.88,18.9,15.0600004196167,98.26000213623047,524.7999877929688
17.03,19.06,15.100000381469727,100.55999755859375,531.510009765625
16.96,18.94,15.020000457763672,99.5199966430664,532.6400146484375
16.89,18.93,14.850000381469727,100.41000366210938,529.6300048828125
16.4,18.39,17.899999618530273,110.30999755859375,514.2100219726562
16.72,18.81,16.40999984741211,103.73999786376953,521.8099975585938
